age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,length_of_stay
30,F,Other,25 - 45,High,Male,6,-1,9,1,1,18
21,F,African-American,Less than 25,Medium,Male,1,-15,7,1,1,15
55,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
22,F,Caucasian,Less than 25,Low,Male,1,-1,3,1,1,1
23,F,African-American,Less than 25,Low,Female,1,-6,3,0,0,1
57,F,Caucasian,Greater than 45,Low,Male,9,-1,4,1,1,59
33,M,Caucasian,25 - 45,Low,Male,0,-2,3,1,1,1
32,F,Caucasian,25 - 45,Low,Male,2,0,1,0,0,1
47,F,Caucasian,Greater than 45,Low,Male,3,-1,2,0,0,13
51,M,Caucasian,Greater than 45,Low,Male,6,11,1,1,1,19
22,F,African-American,Less than 25,Medium,Male,1,-1,6,0,0,1
47,F,Caucasian,Greater than 45,Low,Male,2,-1,1,0,0,2
28,F,Caucasian,25 - 45,Low,Male,1,-21,1,1,1,0
28,F,African-American,25 - 45,High,Male,5,-1,8,0,0,35
44,M,Caucasian,25 - 45,Low,Female,1,0,1,1,1,6
25,F,African-American,25 - 45,Low,Male,0,0,4,1,1,3
34,M,African-American,25 - 45,Low,Male,4,-1,2,0,0,1
65,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,1
33,F,Caucasian,25 - 45,Medium,Male,5,0,6,1,1,119
23,M,Caucasian,Less than 25,Low,Female,0,-1,3,0,0,1
44,M,Caucasian,25 - 45,Low,Female,0,-2,1,0,0,1
24,M,African-American,Less than 25,Low,Male,1,-1,3,0,0,1
51,M,Caucasian,Greater than 45,Low,Male,1,-1,2,0,0,1
21,F,African-American,Less than 25,High,Female,0,-1,8,1,1,2
39,F,Caucasian,25 - 45,Medium,Male,6,-1,6,0,0,1
29,F,African-American,25 - 45,High,Male,29,-1,8,1,1,5
24,F,Caucasian,Less than 25,Medium,Male,1,-5,6,0,0,1
23,F,African-American,Less than 25,Medium,Female,0,-1,5,1,1,2
31,F,African-American,25 - 45,High,Male,11,0,10,1,1,0
35,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,1
30,F,Other,25 - 45,Low,Male,0,-1,1,0,0,1
39,F,African-American,25 - 45,Medium,Female,4,-3,6,0,0,3
51,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
22,F,Caucasian,Less than 25,Medium,Male,1,-1,7,0,0,237
29,F,Caucasian,25 - 45,Low,Male,2,-24,2,0,0,23
32,F,Caucasian,25 - 45,Low,Male,6,-1,2,1,1,3
33,M,Caucasian,25 - 45,Low,Male,3,-16,4,1,1,12
58,F,Caucasian,Greater than 45,Low,Male,5,-1,3,1,1,1
54,F,Other,Greater than 45,Low,Male,0,-1,1,0,0,28
33,F,African-American,25 - 45,High,Male,2,-1,9,1,1,28
48,F,African-American,Greater than 45,Low,Male,10,0,4,0,0,175
23,M,African-American,Less than 25,High,Male,0,-1,8,0,0,3
23,F,Caucasian,Less than 25,Medium,Male,2,-1,7,1,1,15
47,M,Asian,Greater than 45,Low,Male,1,0,1,0,0,1
21,F,Other,Less than 25,Low,Male,0,-1,4,0,0,2
29,M,African-American,25 - 45,High,Male,0,-1,9,1,1,2
48,F,Caucasian,Greater than 45,Low,Male,2,-1,1,0,0,1
37,M,Caucasian,25 - 45,Low,Male,4,-1,4,1,1,83
50,F,Caucasian,Greater than 45,Low,Male,3,-1,3,0,0,14
19,F,African-American,Less than 25,High,Male,3,-1,8,1,1,2
49,F,African-American,Greater than 45,Low,Male,13,-1,3,0,0,1
58,F,Caucasian,Greater than 45,Medium,Male,2,-1,5,0,0,5
31,F,African-American,25 - 45,High,Male,6,0,8,0,0,0
23,M,African-American,Less than 25,Medium,Male,1,-1,7,0,0,1
23,F,African-American,Less than 25,Low,Female,0,0,3,1,1,1
31,F,Caucasian,25 - 45,High,Male,17,-1,8,1,1,1
33,F,Other,25 - 45,Low,Male,0,-1,1,1,1,84
57,F,Caucasian,Greater than 45,Low,Male,6,-23,2,0,0,1
31,M,Caucasian,25 - 45,Low,Female,0,-3,2,0,0,1
57,F,African-American,Greater than 45,Medium,Male,19,-1,6,0,0,3
57,M,Caucasian,Greater than 45,Medium,Male,12,0,5,0,0,3
29,M,African-American,25 - 45,Medium,Male,6,-1,7,1,1,1
30,M,African-American,25 - 45,Low,Male,0,0,1,1,1,0
45,F,African-American,Greater than 45,Low,Male,11,-1,3,0,0,1
42,F,Caucasian,25 - 45,Medium,Male,0,0,5,0,0,0
48,F,Other,Greater than 45,Low,Male,7,-1,2,0,0,1
29,F,African-American,25 - 45,High,Male,12,0,8,1,1,12
28,F,Caucasian,25 - 45,Low,Female,0,-1,2,0,0,1
25,M,African-American,25 - 45,Low,Male,1,-1,2,1,1,1
34,M,Caucasian,25 - 45,Medium,Female,3,-1,5,0,0,10
27,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,1
39,F,African-American,25 - 45,Low,Male,4,0,4,0,0,40
27,F,African-American,25 - 45,Medium,Male,4,-1,5,1,1,51
30,F,Caucasian,25 - 45,High,Male,7,-1,10,1,1,1
31,M,African-American,25 - 45,High,Male,15,-1,10,1,1,5
20,M,African-American,Less than 25,High,Male,1,-1,9,1,1,1
26,F,Caucasian,25 - 45,High,Male,2,-1,9,1,1,1
34,F,Caucasian,25 - 45,Low,Male,0,-1,1,1,1,1
27,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,1
29,F,African-American,25 - 45,Low,Male,4,-1,2,1,0,1
27,F,African-American,25 - 45,Medium,Male,7,-1,6,0,0,5
24,F,Caucasian,Less than 25,High,Female,0,-1,8,0,0,2
29,F,African-American,25 - 45,Medium,Male,0,-1,5,1,1,1
20,F,Caucasian,Less than 25,Low,Male,0,-1,3,0,0,1
23,F,Caucasian,Less than 25,Low,Female,0,-1,3,0,0,0
48,M,African-American,Greater than 45,Low,Female,0,0,1,0,0,0
34,M,African-American,25 - 45,Low,Male,0,0,1,1,1,0
46,M,African-American,Greater than 45,Medium,Male,1,-1,6,1,1,1
41,F,Caucasian,25 - 45,Medium,Female,3,-1,5,0,0,1
26,F,African-American,25 - 45,Medium,Male,3,-1,6,1,1,1
37,F,African-American,25 - 45,High,Male,11,-1,8,1,1,1
22,F,Caucasian,Less than 25,Low,Female,2,-1,3,0,0,1
32,F,African-American,25 - 45,Low,Male,7,-1,1,0,0,1
44,M,African-American,25 - 45,Low,Male,0,-1,1,0,0,2
60,M,African-American,Greater than 45,Low,Male,3,-1,1,0,0,1
49,F,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0
30,M,African-American,25 - 45,Low,Male,10,0,4,1,1,2
52,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
34,F,African-American,25 - 45,High,Male,0,-1,10,0,0,2
55,F,African-American,Greater than 45,Low,Male,5,-1,4,1,1,4
33,M,African-American,25 - 45,Medium,Male,0,-1,7,0,0,1
22,F,African-American,Less than 25,Medium,Male,0,-1,6,1,1,1
27,M,African-American,25 - 45,Low,Female,0,0,2,0,0,1
20,F,African-American,Less than 25,Medium,Male,0,-1,5,1,1,1
33,F,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,54
26,M,African-American,25 - 45,Low,Male,0,-1,2,0,0,2
29,M,African-American,25 - 45,Medium,Male,0,-1,5,0,0,2
32,M,African-American,25 - 45,Low,Male,1,0,3,0,0,0
37,M,Caucasian,25 - 45,Low,Male,4,0,1,0,0,1
31,F,African-American,25 - 45,High,Male,15,0,10,0,0,104
29,F,African-American,25 - 45,High,Male,6,-1,8,1,1,1
31,F,African-American,25 - 45,Low,Male,6,0,4,0,0,41
36,F,Caucasian,25 - 45,Low,Female,2,-1,3,0,0,2
37,F,African-American,25 - 45,Low,Female,1,-11,1,0,0,9
34,M,Caucasian,25 - 45,Low,Male,5,-1,2,1,1,6
20,M,Caucasian,Less than 25,Medium,Male,1,-1,5,1,1,1
24,F,Caucasian,Less than 25,High,Male,8,-1,9,1,1,35
29,M,African-American,25 - 45,High,Male,8,-1,9,1,1,1
45,F,African-American,Greater than 45,Low,Female,1,-4,1,0,0,3
34,F,Caucasian,25 - 45,Medium,Male,2,-1,7,1,1,1
70,M,African-American,Greater than 45,Low,Male,0,-1,1,0,0,1
23,F,African-American,Less than 25,High,Male,4,-1,9,0,0,3
27,M,Caucasian,25 - 45,Low,Male,5,-12,4,0,0,2
44,F,Caucasian,25 - 45,Medium,Male,6,-1,6,1,1,119
26,M,African-American,25 - 45,Medium,Male,0,-1,5,0,0,1
23,M,Caucasian,Less than 25,Medium,Female,2,-1,6,0,0,1
27,F,African-American,25 - 45,High,Male,3,-1,9,1,1,8
46,F,Caucasian,Greater than 45,Low,Female,1,-1,2,1,0,25
27,F,African-American,25 - 45,Medium,Female,1,0,5,0,0,27
45,F,Caucasian,Greater than 45,Low,Male,7,-1,2,0,0,1
42,M,African-American,25 - 45,Medium,Male,1,-12,5,0,0,8
24,M,Caucasian,Less than 25,Medium,Female,3,-1,5,1,1,1
20,F,African-American,Less than 25,High,Male,2,-1,8,1,1,2
49,F,Caucasian,Greater than 45,Low,Male,3,0,4,0,0,0
29,F,Hispanic,25 - 45,Low,Male,0,0,2,0,0,0
52,F,Caucasian,Greater than 45,Low,Female,1,-8,1,0,0,3
37,M,Hispanic,25 - 45,Low,Male,4,0,1,1,1,1
26,M,African-American,25 - 45,Low,Male,1,-1,3,1,0,7
53,F,African-American,Greater than 45,Low,Male,15,-1,1,1,1,81
47,F,Hispanic,Greater than 45,Low,Male,1,-27,1,0,0,17
38,M,African-American,25 - 45,High,Male,0,-1,8,1,1,749
25,F,African-American,25 - 45,Medium,Male,1,0,6,0,0,0
21,F,African-American,Less than 25,High,Male,1,-1,10,1,1,6
48,M,African-American,Greater than 45,Low,Male,0,0,1,0,0,1
24,F,Other,Less than 25,Low,Female,0,-1,3,0,0,1
22,F,African-American,Less than 25,Low,Male,0,-1,4,1,1,1
38,M,Caucasian,25 - 45,Low,Male,2,0,2,0,0,28
23,F,Other,Less than 25,Low,Male,0,0,3,1,1,3
54,M,Other,Greater than 45,Low,Male,2,-1,1,0,0,1
24,F,Hispanic,Less than 25,Low,Male,1,0,4,0,0,11
44,M,Caucasian,25 - 45,Low,Female,0,-1,1,1,1,1
64,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,1
38,M,Caucasian,25 - 45,Medium,Male,5,-18,5,1,1,0
45,M,Other,Greater than 45,Low,Female,0,-1,1,0,0,1
49,F,African-American,Greater than 45,Medium,Male,1,-1,5,0,0,5
33,M,Asian,25 - 45,Low,Male,0,-1,1,0,0,1
44,F,Hispanic,25 - 45,Low,Male,2,-1,2,0,0,1
51,F,African-American,Greater than 45,Low,Male,3,-1,1,0,0,3
50,F,African-American,Greater than 45,Low,Male,0,0,1,0,0,1
33,M,Caucasian,25 - 45,Low,Male,2,-22,2,0,0,22
54,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,30
28,F,Hispanic,25 - 45,Medium,Male,3,-1,5,1,1,1
42,M,African-American,25 - 45,Medium,Male,17,-1,7,1,1,52
34,F,Caucasian,25 - 45,Low,Male,3,-1,1,0,0,1
38,F,Caucasian,25 - 45,Low,Male,2,-1,3,1,1,9
21,F,African-American,Less than 25,High,Male,1,-1,9,1,1,1
33,F,African-American,25 - 45,Low,Male,5,0,4,0,0,0
32,M,African-American,25 - 45,Medium,Male,9,-1,7,1,1,23
45,M,Caucasian,Greater than 45,Low,Male,1,0,1,0,0,1
30,F,Caucasian,25 - 45,High,Male,1,-1,8,1,1,34
29,F,African-American,25 - 45,High,Female,0,-1,10,0,0,2
51,M,Caucasian,Greater than 45,Low,Female,0,-1,1,1,1,8
28,F,African-American,25 - 45,Low,Female,0,-1,3,0,0,1
27,F,Caucasian,25 - 45,Low,Male,1,-1,3,0,0,1
28,F,Hispanic,25 - 45,High,Male,16,-1,10,1,1,29
30,F,African-American,25 - 45,Low,Female,0,0,2,0,0,0
32,M,African-American,25 - 45,Medium,Male,0,-1,7,0,0,2
27,F,Caucasian,25 - 45,Low,Male,5,-1,4,0,0,1
21,F,Hispanic,Less than 25,Medium,Male,1,-1,5,1,1,2
21,F,African-American,Less than 25,Medium,Male,0,-1,5,0,0,2
34,F,Caucasian,25 - 45,Low,Female,0,-1,3,1,1,63
24,F,African-American,Less than 25,High,Male,7,-1,9,1,1,200
32,M,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,19
38,F,Caucasian,25 - 45,Medium,Female,5,-1,6,1,1,42
56,M,African-American,Greater than 45,Low,Male,3,-28,1,0,0,15
44,M,African-American,25 - 45,Low,Female,0,-1,1,0,0,1
31,M,African-American,25 - 45,Medium,Male,1,-1,5,1,1,1
25,F,Caucasian,25 - 45,Medium,Female,6,-1,7,0,0,25
20,M,African-American,Less than 25,Medium,Female,0,-1,5,0,0,1
35,M,African-American,25 - 45,Medium,Male,1,-1,5,0,0,2
33,F,African-American,25 - 45,Low,Male,1,-1,4,1,1,1
24,M,African-American,Less than 25,Low,Male,0,-1,3,0,0,1
40,M,Hispanic,25 - 45,Low,Female,2,-7,2,0,0,4
27,F,African-American,25 - 45,High,Male,9,0,9,1,1,0
38,F,African-American,25 - 45,Medium,Male,9,-1,5,1,1,2
20,F,Caucasian,Less than 25,Medium,Male,0,-1,6,1,1,1
30,F,African-American,25 - 45,Low,Male,9,-1,3,1,1,1
36,F,Caucasian,25 - 45,Medium,Male,9,0,6,1,1,19
23,M,African-American,Less than 25,High,Male,2,-1,9,1,1,8
39,F,African-American,25 - 45,High,Male,21,-1,10,1,1,1
29,F,Caucasian,25 - 45,Medium,Male,3,-1,6,1,1,1
58,M,Caucasian,Greater than 45,Low,Male,2,-1,1,1,1,1
23,F,Hispanic,Less than 25,Medium,Male,2,-1,7,0,0,35
23,M,Caucasian,Less than 25,High,Male,3,-1,8,1,1,26
68,F,African-American,Greater than 45,Low,Female,5,-4,2,0,0,1
26,M,Caucasian,25 - 45,Medium,Female,2,0,5,0,0,0
51,F,African-American,Greater than 45,Low,Male,0,-1,4,1,1,1
25,M,African-American,25 - 45,Low,Male,0,-1,2,0,0,1
40,F,African-American,25 - 45,High,Male,5,0,9,1,1,55
51,F,African-American,Greater than 45,Medium,Male,14,-11,5,0,0,8
27,M,African-American,25 - 45,Medium,Male,2,-1,5,1,1,15
49,M,African-American,Greater than 45,Medium,Male,11,-1,5,1,1,32
36,M,Other,25 - 45,Low,Male,0,-1,1,0,0,3
20,F,African-American,Less than 25,Low,Male,0,-4,3,0,0,4
21,F,African-American,Less than 25,High,Male,2,0,10,1,1,86
31,F,African-American,25 - 45,Low,Female,0,0,2,0,0,1
57,M,African-American,Greater than 45,Low,Male,0,0,1,0,0,1
61,F,Caucasian,Greater than 45,Low,Female,8,0,3,1,1,31
35,F,Hispanic,25 - 45,Low,Male,3,-23,1,1,1,10
54,F,African-American,Greater than 45,Medium,Male,3,-1,6,1,1,2
39,F,Caucasian,25 - 45,Low,Male,0,-1,3,0,0,1
24,F,African-American,Less than 25,Medium,Male,1,-1,7,0,0,33
29,F,Hispanic,25 - 45,Low,Female,0,-1,4,1,1,1
48,F,African-American,Greater than 45,High,Male,8,-1,9,1,1,11
30,M,African-American,25 - 45,Medium,Male,6,0,7,1,1,0
26,F,African-American,25 - 45,High,Male,10,-1,10,1,1,2
37,F,African-American,25 - 45,High,Male,12,0,9,1,1,0
26,F,African-American,25 - 45,Medium,Male,4,0,6,1,1,45
29,M,African-American,25 - 45,High,Male,7,0,10,1,1,9
26,M,African-American,25 - 45,Medium,Male,1,-1,6,1,1,30
60,F,African-American,Greater than 45,Low,Male,2,0,1,0,0,1
27,F,Caucasian,25 - 45,Medium,Male,2,-1,7,1,1,1
22,F,Caucasian,Less than 25,Medium,Male,1,-1,6,0,0,1
28,F,African-American,25 - 45,Medium,Male,3,0,7,0,0,0
33,F,African-American,25 - 45,Medium,Male,13,0,6,1,1,0
28,F,African-American,25 - 45,Low,Male,2,-1,2,1,0,125
55,M,Caucasian,Greater than 45,Low,Male,0,-1,1,1,1,0
21,F,African-American,Less than 25,High,Male,6,-19,8,1,1,1
28,F,Hispanic,25 - 45,Low,Male,2,-1,3,1,1,2
22,M,Hispanic,Less than 25,Low,Female,0,-1,2,0,0,1
29,F,Caucasian,25 - 45,Medium,Female,6,-2,7,1,1,68
24,M,African-American,Less than 25,High,Male,2,0,8,1,1,50
50,F,African-American,Greater than 45,Low,Male,12,-22,1,1,1,1
24,M,African-American,Less than 25,Medium,Male,1,-1,6,1,1,2
47,F,African-American,Greater than 45,Low,Male,1,-1,2,0,0,50
54,F,Caucasian,Greater than 45,Low,Male,6,0,1,0,0,1
42,M,Caucasian,25 - 45,Low,Female,0,-1,2,0,0,1
35,F,Caucasian,25 - 45,Low,Male,5,-20,3,0,0,1
30,F,African-American,25 - 45,Low,Male,0,-1,4,1,1,1
53,F,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,1
31,M,African-American,25 - 45,Low,Female,2,-1,3,0,0,2
31,F,African-American,25 - 45,Low,Male,0,-1,2,1,1,1
23,F,Other,Less than 25,High,Male,4,-1,10,0,0,2
47,F,African-American,Greater than 45,Low,Male,9,-1,4,1,0,65
24,M,African-American,Less than 25,High,Male,9,-1,9,1,1,3
22,F,African-American,Less than 25,High,Female,2,-1,9,0,0,3
45,M,Hispanic,Greater than 45,Low,Male,1,-22,1,0,0,0
30,F,African-American,25 - 45,Low,Female,2,-1,2,0,0,1
30,M,Other,25 - 45,High,Male,5,-1,8,1,1,6
43,M,Caucasian,25 - 45,High,Female,22,-1,10,1,1,27
50,M,African-American,Greater than 45,Low,Male,0,0,1,0,0,0
24,F,Other,Less than 25,Low,Female,2,-1,4,1,1,1
42,F,Caucasian,25 - 45,Medium,Female,3,-3,5,0,0,1
29,F,Caucasian,25 - 45,Medium,Female,1,-1,7,1,1,13
31,M,Hispanic,25 - 45,Low,Male,0,0,1,0,0,1
25,F,African-American,25 - 45,High,Male,5,-1,9,1,1,54
36,F,African-American,25 - 45,Medium,Male,4,0,5,0,0,1
24,M,African-American,Less than 25,Medium,Male,1,-1,5,1,1,2
28,F,Caucasian,25 - 45,Medium,Male,5,0,5,0,0,0
31,M,Caucasian,25 - 45,Low,Male,0,-1,1,1,1,1
23,F,African-American,Less than 25,Low,Male,0,-1,4,0,0,3
29,M,Caucasian,25 - 45,Medium,Male,4,-1,6,1,1,7
51,M,African-American,Greater than 45,Medium,Male,11,-1,5,1,1,79
34,F,African-American,25 - 45,Medium,Male,1,-1,5,0,0,1
29,F,African-American,25 - 45,Low,Male,12,0,2,1,1,0
39,F,African-American,25 - 45,High,Male,13,-1,10,1,1,1
36,M,Hispanic,25 - 45,Low,Female,0,0,2,0,0,0
59,M,African-American,Greater than 45,Medium,Male,15,-1,6,1,1,15
23,F,African-American,Less than 25,High,Male,3,-1,8,1,1,1
31,F,African-American,25 - 45,High,Male,15,0,8,0,0,0
53,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0
34,F,African-American,25 - 45,Medium,Male,12,0,7,0,0,35
63,F,African-American,Greater than 45,Low,Female,1,0,1,0,0,0
21,F,Other,Less than 25,Low,Male,0,-1,4,1,1,1
21,F,African-American,Less than 25,Medium,Female,0,0,7,1,1,0
47,F,Caucasian,Greater than 45,High,Male,28,-1,9,1,1,34
34,F,African-American,25 - 45,Medium,Male,7,0,5,1,1,0
58,F,Caucasian,Greater than 45,Medium,Male,4,0,5,1,1,1
40,F,Hispanic,25 - 45,Low,Female,4,0,3,1,1,5
36,F,African-American,25 - 45,High,Male,16,-8,8,1,1,8
23,M,African-American,Less than 25,Low,Female,0,-1,4,1,0,2
34,F,African-American,25 - 45,Low,Male,5,-1,2,1,1,1
56,F,Caucasian,Greater than 45,Low,Male,13,-13,2,0,0,7
52,F,Caucasian,Greater than 45,Low,Female,0,-6,1,0,0,1
56,F,African-American,Greater than 45,Low,Male,0,-1,2,0,0,7
37,M,African-American,25 - 45,Low,Female,0,-1,1,0,0,1
50,M,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,2
25,F,African-American,25 - 45,Low,Male,1,-1,2,1,1,1
22,F,African-American,Less than 25,Medium,Male,0,-1,5,1,1,1
43,M,Caucasian,25 - 45,Low,Female,0,0,1,1,1,0
30,M,Caucasian,25 - 45,Low,Male,1,-1,2,0,0,35
29,F,Asian,25 - 45,Low,Male,0,-1,1,0,0,1
24,F,Caucasian,Less than 25,Low,Male,0,-1,2,0,0,1
29,M,African-American,25 - 45,High,Male,7,-1,8,1,1,1
24,F,Caucasian,Less than 25,Low,Female,0,-2,4,0,0,1
74,F,African-American,Greater than 45,Low,Female,0,-1,1,0,0,1
27,M,African-American,25 - 45,Medium,Male,8,0,7,1,1,1
37,F,Hispanic,25 - 45,Low,Male,1,-1,2,1,1,1
29,F,Caucasian,25 - 45,Low,Male,5,0,2,0,0,0
35,F,African-American,25 - 45,Low,Female,5,-1,3,0,0,1
29,M,African-American,25 - 45,Medium,Male,1,-1,6,1,1,99
36,F,Caucasian,25 - 45,Low,Male,1,-1,2,0,0,1
26,F,Caucasian,25 - 45,Low,Male,2,0,4,0,0,2
26,F,African-American,25 - 45,Medium,Female,1,-1,5,0,0,1
39,F,Caucasian,25 - 45,Medium,Female,11,-1,6,1,1,1
22,F,African-American,Less than 25,Low,Male,3,-1,4,1,1,1
28,F,Caucasian,25 - 45,Low,Male,0,-1,3,0,0,2
51,F,Caucasian,Greater than 45,Low,Male,1,-2,1,1,1,1
35,M,Hispanic,25 - 45,Low,Female,0,-1,2,0,0,1
23,M,African-American,Less than 25,Low,Female,0,-1,2,0,0,1
29,F,African-American,25 - 45,Medium,Male,6,0,6,1,1,1
20,F,Other,Less than 25,Low,Male,0,-1,3,1,1,1
24,M,African-American,Less than 25,High,Male,1,-1,9,1,1,6
23,M,Hispanic,Less than 25,Low,Female,2,-1,4,0,0,1
33,F,African-American,25 - 45,Medium,Female,5,-1,7,0,0,187
21,F,Caucasian,Less than 25,Low,Male,1,-1,3,1,1,1
59,M,Caucasian,Greater than 45,Low,Male,3,-3,1,0,0,2
26,F,Caucasian,25 - 45,Low,Male,4,0,4,1,1,3
38,F,Other,25 - 45,Low,Male,2,-1,1,0,0,1
28,F,Hispanic,25 - 45,High,Male,2,-1,8,0,0,3
23,F,Hispanic,Less than 25,Medium,Male,2,-1,5,1,1,59
21,F,African-American,Less than 25,Medium,Male,1,-1,5,1,1,1
52,M,African-American,Greater than 45,Low,Male,0,-1,1,1,1,1
56,F,African-American,Greater than 45,Medium,Male,12,-1,5,1,1,2
40,M,Caucasian,25 - 45,Low,Male,1,-1,4,0,0,2
48,M,Caucasian,Greater than 45,Low,Female,8,-26,4,1,1,24
26,F,African-American,25 - 45,Low,Female,0,-1,4,0,0,1
66,F,Caucasian,Greater than 45,Low,Male,1,-14,1,1,1,5
54,F,African-American,Greater than 45,Low,Female,6,-1,4,0,0,1
31,M,Caucasian,25 - 45,Medium,Male,4,-1,7,1,1,27
34,F,Caucasian,25 - 45,Low,Male,0,-1,3,1,0,1
25,F,African-American,25 - 45,High,Male,9,-1,9,1,1,85
47,F,Caucasian,Greater than 45,Low,Male,2,-7,4,0,0,6
51,F,African-American,Greater than 45,High,Male,12,-1,8,1,1,1
25,F,Caucasian,25 - 45,Low,Male,1,-23,3,0,0,0
25,F,Other,25 - 45,Low,Male,0,-1,2,1,1,20
31,F,African-American,25 - 45,Low,Female,2,-1,2,1,1,1
36,F,Caucasian,25 - 45,Low,Male,1,-1,2,1,0,1
49,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0
31,F,African-American,25 - 45,Medium,Male,0,-1,7,0,0,1
30,F,Caucasian,25 - 45,Low,Male,1,-1,3,0,0,1
29,F,African-American,25 - 45,High,Male,3,-1,9,1,1,1
53,F,Caucasian,Greater than 45,Medium,Female,6,-1,5,1,1,11
21,F,African-American,Less than 25,High,Male,1,-1,9,1,1,456
21,F,African-American,Less than 25,Low,Male,0,-1,4,0,0,1
27,F,African-American,25 - 45,Medium,Female,1,0,5,1,1,0
65,F,African-American,Greater than 45,Low,Female,0,-1,1,0,0,1
59,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,0
59,M,African-American,Greater than 45,Low,Male,0,-1,1,0,0,2
24,M,African-American,Less than 25,Medium,Male,0,-1,7,0,0,3
40,F,African-American,25 - 45,Low,Male,0,0,1,0,0,1
51,F,African-American,Greater than 45,Low,Male,0,-1,1,1,1,2
34,F,African-American,25 - 45,High,Male,10,-1,9,1,1,1
30,F,Hispanic,25 - 45,Low,Male,1,0,2,1,1,0
52,F,African-American,Greater than 45,Low,Male,1,-1,1,0,0,1
38,F,African-American,25 - 45,Low,Male,2,-1,3,1,1,3
22,F,African-American,Less than 25,High,Female,0,-6,8,0,0,1
43,F,African-American,25 - 45,Medium,Male,0,-1,5,0,0,3
32,F,Caucasian,25 - 45,High,Male,5,0,9,1,1,55
55,F,African-American,Greater than 45,Low,Male,0,-1,1,0,0,1
26,F,African-American,25 - 45,Low,Male,2,-1,2,1,0,9
23,M,Caucasian,Less than 25,Low,Male,1,-1,2,0,0,1
47,F,Other,Greater than 45,Low,Female,0,-1,1,0,0,3
28,M,Caucasian,25 - 45,Low,Male,1,-1,2,1,1,1
27,F,Hispanic,25 - 45,Low,Male,0,0,2,1,1,0
61,F,Hispanic,Greater than 45,Low,Male,2,-1,4,1,1,3
26,F,African-American,25 - 45,Low,Male,0,-1,2,0,0,2
28,M,Caucasian,25 - 45,Medium,Female,1,0,5,1,1,0
43,F,African-American,25 - 45,Medium,Male,0,-1,5,1,1,2
33,M,African-American,25 - 45,Medium,Male,21,-6,7,1,1,6
21,M,Caucasian,Less than 25,Low,Male,0,-1,3,0,0,1
32,M,Caucasian,25 - 45,Low,Female,0,-1,1,0,0,1
22,F,African-American,Less than 25,Low,Male,1,0,4,1,1,0
51,F,African-American,Greater than 45,Low,Male,3,0,1,0,0,0
20,F,African-American,Less than 25,High,Male,2,-1,10,1,1,129
35,F,Caucasian,25 - 45,Low,Male,2,-1,3,0,0,1
37,F,African-American,25 - 45,Low,Female,3,-1,1,0,0,29
28,M,African-American,25 - 45,Medium,Male,0,-2,7,1,1,0
41,M,Caucasian,25 - 45,Medium,Male,3,-1,5,1,1,2
24,M,African-American,Less than 25,High,Male,0,-1,8,1,1,2
33,M,African-American,25 - 45,Low,Female,3,-1,4,0,0,2
30,F,Caucasian,25 - 45,Medium,Female,4,-1,6,0,0,30
20,F,African-American,Less than 25,Medium,Male,1,0,7,1,1,6
42,F,African-American,25 - 45,Low,Female,1,-10,1,0,0,0
40,F,African-American,25 - 45,Medium,Female,15,-1,7,1,1,66
39,F,African-American,25 - 45,Low,Male,0,-1,4,1,1,1
21,F,African-American,Less than 25,Medium,Male,0,0,7,0,0,3
39,F,Caucasian,25 - 45,Low,Male,2,-2,2,1,1,2
24,F,Caucasian,Less than 25,Low,Male,0,0,2,0,0,0
41,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,1
39,F,African-American,25 - 45,Low,Male,1,-1,4,0,0,1
24,F,African-American,Less than 25,High,Female,3,-1,8,0,0,0
24,F,African-American,Less than 25,Low,Female,1,-23,4,0,0,1
29,M,African-American,25 - 45,Low,Male,0,-1,2,1,1,1
25,M,Caucasian,25 - 45,Medium,Male,2,-12,5,1,1,11
23,F,Caucasian,Less than 25,Medium,Female,0,-1,6,1,1,2
22,F,African-American,Less than 25,High,Male,1,0,10,1,1,0
26,M,Other,25 - 45,Medium,Female,4,-1,7,1,1,2
26,M,African-American,25 - 45,High,Male,3,-1,9,1,1,205
24,M,African-American,Less than 25,Medium,Female,3,-1,6,1,1,3
44,M,African-American,25 - 45,Medium,Male,0,-1,5,0,0,34
